sep=;
ACCELEROMETER X (m/sÂ²);ACCELEROMETER Y (m/sÂ²);ACCELEROMETER Z (m/sÂ²);GRAVITY X (m/sÂ²);GRAVITY Y (m/sÂ²);GRAVITY Z (m/sÂ²);LINEAR ACCELERATION X (m/sÂ²);LINEAR ACCELERATION Y (m/sÂ²);LINEAR ACCELERATION Z (m/sÂ²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (Î¼T);MAGNETIC FIELD Y (Î¼T);MAGNETIC FIELD Z (Î¼T);ORIENTATION Z (azimuth Â°);ORIENTATION X (pitch Â°);ORIENTATION Y (roll Â°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (Â°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.7076;-12.0902;-2.2481;-2.0327;-9.5971;-0.0202;2.9322;0.4114;-4.8952;-2.3006;-1.0231;-1.2347;0.001;3.7;30.4;23.62;317.15;68.98;60.16;0.0;999.73;56.85;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;115007;2018-03-09 12:05:35:699
-2.3519;-10.4749;-4.3246;-0.1877;-9.3395;-2.9957;-0.4181;3.2369;1.4598;-0.1749;-0.0205;0.1523;0.001;7.2;32.88;6.23;78.32;72.18;176.41;0.0;999.82;56.701;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;115507;2018-03-09 12:05:36:199
1.0721;-9.7701;0.877;-0.5455;-9.6953;1.3929;-3.6548;0.1639;1.9086;0.6982;1.5986;0.4734;0.001;5.09;30.58;5.94;339.66;87.28;-20.53;0.0;999.63;52.809;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;116006;2018-03-09 12:05:36:698
-1.531;-6.9631;-2.1532;-0.1121;-9.004;-3.8924;1.5532;-1.8774;1.7691;0.5313;0.8785;-0.3746;0.001;4.01;29.81;13.71;101.45;66.83;173.28;0.0;999.6;54.569;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;116506;2018-03-09 12:05:37:198
2.1324;-9.1612;0.08;0.6753;-9.7055;1.2581;-3.3389;-0.8928;0.7259;1.0689;3.0819;0.1507;0.001;0.23;30.79;11.88;115.02;82.35;-133.52;0.0;999.63;55.371;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;117007;2018-03-09 12:05:37:699
2.1634;-10.5036;-3.0629;0.3451;-9.002;-3.8835;-1.5463;2.5884;0.2683;-2.44;1.9445;-0.1383;0.001;-3.62;30.91;17.02;214.99;66.58;-174.92;0.0;999.49;50.72;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;117506;2018-03-09 12:05:38:198
1.778;-10.1514;2.2027;1.0027;-9.4781;-2.323;-1.7562;1.7693;-3.1349;0.9372;1.5271;0.055;0.001;-4.72;35.58;12.87;237.21;70.43;-165.26;0.0;999.65;57.001;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;118007;2018-03-09 12:05:38:699
1.6392;-9.6712;-1.967;-1.0427;-9.7482;-0.3493;-0.2054;0.9005;0.4851;-2.1789;-0.9799;-0.3546;0.001;1.68;42.26;5.95;280.42;83.56;108.52;0.0;999.75;54.301;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;118506;2018-03-09 12:05:39:198
-1.5159;-5.0445;-2.1967;0.4251;-9.2998;-3.0933;1.8284;-3.5705;0.0092;-0.885;-0.714;-0.4386;0.001;-5.77;51.5;19.36;234.59;71.44;-172.17;0.0;999.66;59.511;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;119007;2018-03-09 12:05:39:699
2.5659;-11.2901;0.3234;-1.629;-9.501;1.8201;-5.2232;1.6615;1.2371;0.1931;0.6252;0.5621;0.001;-3.55;56.86;8.14;3.35;81.53;20.11;0.0;999.73;57.686;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;119506;2018-03-09 12:05:40:198
-2.9878;-13.5011;-8.0533;0.4953;-9.569;-2.1035;-0.059;15.5489;17.2815;2.2504;0.1171;0.001;0.001;-2.22;43.68;24.08;165.29;77.27;-166.75;0.0;999.6;58.078;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;120007;2018-03-09 12:05:40:699
2.1231;-9.887;-0.1117;-1.0691;-9.583;1.8051;-1.5043;-0.1544;2.3753;0.8215;1.8681;1.0637;0.001;-0.52;42.38;8.72;21.26;86.38;-20.97;0.0;999.78;56.479;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;120506;2018-03-09 12:05:41:198
-3.3155;-1.7198;2.0553;0.0937;-8.9972;-3.9086;1.77;-7.1019;-6.7441;0.5012;-1.6776;-0.5416;0.001;6.73;44.3;13.85;202.91;81.77;137.92;0.0;999.53;57.125;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;121006;2018-03-09 12:05:41:698
-0.5718;-10.8448;0.7079;-0.9153;-9.7329;0.8176;1.7412;-0.5667;0.4485;1.1861;1.8083;0.4865;0.001;9.54;56.09;2.29;90.87;84.68;159.69;0.0;999.57;57.326;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;121507;2018-03-09 12:05:42:199
-1.9513;-13.8029;-0.7533;0.2594;-8.9123;-4.0915;-0.4352;-3.5137;-4.1859;-1.1833;-1.5042;-1.2093;0.001;5.68;56.08;27.89;197.72;75.7;159.18;0.0;999.66;55.0;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;122007;2018-03-09 12:05:42:699
-3.6337;-8.8394;3.5405;0.3123;-9.4632;-2.5664;-2.3677;2.6278;-3.5482;0.9254;0.3834;-0.1032;0.001;-0.3;48.2;38.16;168.88;70.22;-179.78;0.0;999.76;57.608;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;122506;2018-03-09 12:05:43:198
2.6317;-11.0894;-2.9436;-1.5065;-9.6679;0.7059;0.0142;1.1349;3.0021;-1.6195;-0.3308;-0.733;0.001;-0.48;38.5;44.61;301.97;80.24;64.89;0.0;999.64;55.69;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;123007;2018-03-09 12:05:43:699
-4.1741;-5.7692;-0.4242;-0.1863;-9.2225;-3.3388;-0.7661;1.378;-8.9726;-0.3918;-0.8332;0.0758;0.001;18.2;25.43;42.44;153.85;70.07;176.81;0.0;999.69;56.914;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;123506;2018-03-09 12:05:44:198
3.3213;-13.6754;-0.3562;-2.3665;-9.3958;1.5343;-5.8201;2.3051;3.2824;-0.1783;0.871;0.2669;0.001;12.93;34.13;38.73;296.28;73.29;57.04;0.0;999.66;53.824;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;124007;2018-03-09 12:05:44:699
6.1767;-24.6106;-12.7615;0.2311;-9.39;-2.8303;2.5952;-4.2414;-0.5128;-0.3011;-0.1114;0.1449;0.001;17.37;38.08;22.26;114.18;66.48;-175.63;0.0;999.6;60.505;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;124507;2018-03-09 12:05:45:199
2.3288;-11.7865;-0.395;-2.0783;-9.3385;2.1702;-5.1563;2.3629;2.1809;0.8077;1.2861;0.9348;0.001;10.4;41.76;10.79;313.03;72.16;43.76;0.0;999.84;54.978;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;125006;2018-03-09 12:05:45:698
-3.8312;-3.4707;-1.2083;0.0539;-9.3085;-3.0961;-10.006;25.0616;5.7766;1.4322;-0.6928;-0.5186;0.001;-0.37;60.64;22.94;21.87;65.75;-175.86;0.0;999.66;59.216;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;125507;2018-03-09 12:05:46:199
0.6582;-9.4641;-0.419;-1.411;-9.589;1.5155;-4.603;0.0462;-0.1694;0.9364;1.6751;0.968;0.001;-4.25;80.69;14.72;346.55;77.81;42.95;0.0;999.68;59.53;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;126006;2018-03-09 12:05:46:698
-2.6585;-0.741;1.099;0.1081;-8.9102;-4.1028;2.6551;-7.9346;-5.0887;0.0637;-2.2227;-0.7561;0.001;-3.55;44.98;49.61;185.74;65.27;-178.49;0.0;999.55;56.623;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;126507;2018-03-09 12:05:47:199
1.7624;-9.3461;-0.6779;-0.6907;-9.7548;0.7769;0.2533;-2.0652;0.0487;1.3754;1.867;0.6355;0.001;-1.67;51.99;31.44;173.89;83.37;-171.42;0.0;999.86;59.041;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;127006;2018-03-09 12:05:47:698
-0.985;-4.2429;1.6556;0.1779;-8.8623;-4.2028;2.1138;-6.0081;-5.3222;-1.3338;-2.8073;-1.4577;0.001;-0.36;41.11;36.82;207.58;74.73;161.08;0.0;999.54;54.965;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;127507;2018-03-09 12:05:48:199
1.0777;-7.0554;0.6373;-0.1944;-9.8028;0.323;-1.422;-3.3815;-0.6153;1.8156;1.1413;0.7566;0.001;3.18;39.64;23.37;323.75;87.8;31.05;0.0;999.71;60.866;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;128006;2018-03-09 12:05:48:698
0.9723;-7.9978;1.2161;0.0743;-9.1794;-3.4598;-1.5983;4.0061;-1.0162;-1.9241;-0.9985;-1.5982;0.001;9.59;33.36;18.13;228.22;79.67;115.69;0.0;999.35;53.453;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;128507;2018-03-09 12:05:49:199
-4.7682;-11.7056;1.5005;-0.2473;-9.799;-0.3924;2.987;-3.1999;-9.2433;1.8653;1.7335;0.6331;0.001;6.85;48.08;7.05;46.94;73.97;-178.43;0.0;999.84;60.561;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;129007;2018-03-09 12:05:49:699
-0.4516;-12.3807;-2.8512;-0.3895;-9.4103;-2.7441;-1.8257;4.2293;-0.4868;-2.1163;0.2146;-1.6734;0.001;9.59;52.12;11.99;306.86;72.11;54.37;0.0;999.53;49.97;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;129507;2018-03-09 12:05:50:199
-2.6452;-15.1638;0.6115;-0.1005;-9.3637;-2.9237;2.2506;-2.3648;-12.2081;0.1554;0.5474;-0.0862;0.001;8.87;42.84;34.32;158.54;72.65;178.03;0.0;999.77;59.682;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;130007;2018-03-09 12:05:50:699
3.7134;-13.0289;-2.3467;-2.7188;-9.3468;1.2173;-6.1858;1.6435;2.8538;-0.3999;0.7731;0.2447;0.001;4.24;39.66;29.41;315.05;74.04;52.88;0.0;999.51;53.21;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;130506;2018-03-09 12:05:51:198
0.0693;-6.2325;-1.7484;-0.3654;-9.3274;-3.0168;2.2169;-7.3655;-1.1694;-1.2981;-1.9535;-0.7054;0.001;17.1;48.32;19.29;108.95;71.95;173.09;0.0;999.56;62.456;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;131006;2018-03-09 12:05:51:698
1.9844;-11.7512;0.8807;-2.8385;-9.2363;1.694;-6.197;3.1778;4.5619;0.0895;0.6476;0.605;0.001;21.25;50.96;12.94;286.46;70.31;59.17;0.0;999.55;54.944;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;131507;2018-03-09 12:05:52:199
5.7073;-25.2412;-14.6895;-0.5592;-9.4633;-2.5236;-0.6729;-1.7887;2.2561;1.7688;0.8624;0.43;0.001;14.44;59.65;27.01;148.03;74.72;167.51;0.0;999.37;58.69;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;132006;2018-03-09 12:05:52:698
2.4764;-10.6301;0.354;-2.4731;-9.358;1.5964;-5.6502;1.454;1.0884;0.8347;0.7474;1.176;0.001;13.56;67.79;18.25;290.55;82.57;61.49;0.0;999.69;62.081;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;132507;2018-03-09 12:05:53:199
-3.6244;-0.8208;1.8041;-0.2454;-9.0841;-3.6952;3.1384;-6.8127;-5.0691;0.8043;-1.0866;-0.2356;0.001;3.97;53.44;46.99;177.88;67.82;176.2;0.0;999.47;57.258;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;133006;2018-03-09 12:05:53:698
0.7059;-8.5648;-0.7245;-1.4145;-9.6389;1.1518;-3.6412;-0.263;0.6997;1.0367;1.6245;0.7599;0.001;-5.96;62.42;28.75;272.23;86.74;102.59;0.0;999.76;63.031;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;133507;2018-03-09 12:05:54:199
-1.9734;-2.6754;0.9978;0.1553;-8.8382;-4.2541;2.3233;-6.3219;-5.3748;-0.6255;-1.9409;-0.8345;0.001;-5.01;42.01;36.5;206.09;72.24;171.46;0.0;999.5;55.499;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;134006;2018-03-09 12:05:54:698
1.4887;-8.9211;1.2896;-0.9371;-9.7262;0.8716;-1.9074;-2.6518;-1.2553;1.471;1.7321;0.5174;0.001;-0.1;52.92;7.04;224.7;75.49;178.3;0.0;999.7;61.213;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;134507;2018-03-09 12:05:55:199
0.7607;-6.2891;1.386;-0.2069;-9.1126;-3.6267;0.5809;-6.2074;-5.8613;-1.7951;-1.8572;-1.2862;0.001;-4.08;64.72;15.31;334.94;68.27;176.73;0.0;999.58;51.482;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;135007;2018-03-09 12:05:55:699
2.233;-11.3298;0.0268;-0.6437;-9.7671;-0.6527;-2.4698;-0.0099;-0.2207;1.7409;1.3208;0.6234;0.001;-10.18;69.92;12.37;304.65;74.97;172.27;0.0;999.72;58.411;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;135506;2018-03-09 12:05:56:198
-0.3058;-12.4884;-2.1517;-0.9261;-9.4769;-2.3596;1.7719;5.0933;-0.9725;-2.1394;0.3247;-1.654;0.001;-0.76;78.65;12.79;353.73;70.38;62.91;0.0;999.64;54.033;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;136006;2018-03-09 12:05:56:698
-3.4051;-9.3535;1.5027;-0.3838;-9.7163;-1.2968;5.9202;-0.9278;-1.8468;1.7543;2.0715;0.442;0.001;-16.1;80.04;33.53;234.36;74.83;170.51;0.0;999.58;59.709;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;136506;2018-03-09 12:05:57:198
2.6121;-13.45;-1.3295;-1.9806;-9.5221;-1.2819;3.726;7.2005;-7.2899;-0.3009;0.8167;0.263;0.001;-6.35;80.68;8.45;351.39;71.16;68.12;0.0;999.55;52.066;35.772808;-78.677895;263.23;NaN;;;70.380646;;0 / 19;137007;2018-03-09 12:05:57:699
3.686;-16.6441;-7.6861;-0.3514;-9.4342;-2.6661;3.5208;11.328;-1.2354;-0.8434;-0.2739;-0.2215;0.001;-8.26;70.32;16.85;307.14;68.52;174.38;0.0;999.61;58.405;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;137507;2018-03-09 12:05:58:199
0.6519;-10.5386;0.3607;-2.4116;-9.3656;1.6449;-5.9121;1.1825;-0.1604;0.6764;0.9539;0.8228;0.001;10.47;74.02;-6.61;15.35;80.47;49.13;0.0;999.66;58.16;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;138007;2018-03-09 12:05:58:699
-2.6375;-3.8587;-0.5561;-0.3009;-9.3872;-2.8329;2.3988;-5.1435;-1.7221;1.5968;-0.9102;-0.222;0.001;-5.44;84.6;24.54;280.42;73.12;173.94;0.0;999.6;56.769;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;138506;2018-03-09 12:05:59:198
2.6044;-9.0067;-0.7164;-1.339;-9.6811;0.8479;-3.3422;0.4864;0.5911;0.9241;1.6684;0.6705;0.001;-6.52;86.09;13.17;294.44;86.07;115.14;0.0;999.57;58.344;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;139007;2018-03-09 12:05:59:699
-0.4031;-6.1667;0.9923;-0.1976;-9.0499;-3.781;2.6006;-4.8053;-4.558;-1.2746;-2.2887;-1.3056;0.001;-4.33;55.41;45.2;197.57;67.3;177.01;0.0;999.38;54.905;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;139506;2018-03-09 12:06:00:198
-0.1653;-8.7836;0.7348;-0.8456;-9.7712;-0.2107;-0.7996;-2.0442;-1.1385;1.3982;1.3704;0.6595;0.001;4.44;66.02;23.3;185.18;77.55;168.23;0.0;999.65;56.215;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;140006;2018-03-09 12:06:00:698
-0.3506;-12.0807;-1.837;-1.1174;-9.4641;-2.3279;-0.2105;3.5702;0.7254;-2.2708;-0.2764;-1.1762;0.001;2.81;74.36;32.87;227.86;74.74;154.36;0.0;999.41;51.102;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;140507;2018-03-09 12:06:01:199
-0.9095;-9.0501;4.6412;-0.3286;-9.6047;-1.9694;-0.5602;2.304;-2.0391;1.2583;1.0133;0.1316;0.001;-8.14;74.91;39.57;208.93;72.74;172.11;0.0;999.75;56.76;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;141006;2018-03-09 12:06:01:698
4.3578;-11.8678;-2.042;-2.5735;-9.4597;0.3576;-6.3368;1.9985;2.6584;-0.982;-0.3951;-0.0983;0.001;-5.97;78.14;24.17;330.34;74.24;68.09;0.0;999.6;52.38;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;141507;2018-03-09 12:06:02:199
-1.3357;-4.2013;-2.8734;-0.2793;-9.3827;-2.8501;-1.638;1.4193;2.558;-0.7905;-1.6744;-0.5618;0.001;2.9;64.47;40.95;183.61;73.85;173.91;0.0;999.44;56.05;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;142006;2018-03-09 12:06:02:698
0.5576;-11.1243;0.6901;-2.6583;-9.2711;1.7932;-5.829;0.8767;1.3747;0.2623;0.645;0.6046;0.001;6.79;78.28;12.82;331.34;70.92;56.0;0.0;999.68;56.299;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;142506;2018-03-09 12:06:03:198
3.3738;-20.0184;-12.2263;-0.5463;-9.5756;-2.0607;-8.3982;20.3663;16.4838;2.2433;-0.1367;0.2458;0.001;1.57;69.44;44.83;179.14;66.1;177.71;0.0;999.45;57.567;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;143007;2018-03-09 12:06:03:699
2.766;-10.2334;0.1402;-2.2967;-9.383;1.7089;-3.7026;-0.4609;2.0796;0.9393;0.9874;1.171;0.001;1.55;84.66;28.7;196.48;83.92;168.17;0.0;999.69;60.232;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;143507;2018-03-09 12:06:04:199
0.4385;-6.7333;1.7122;-0.1624;-9.1815;-3.451;2.2271;-5.3261;-5.7347;0.7331;-1.0663;-0.5014;0.001;9.25;36.25;53.87;176.6;69.63;178.41;0.0;999.44;57.667;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;144006;2018-03-09 12:06:04:698
0.8554;-10.0355;0.4889;-1.2986;-9.6624;1.0901;-0.7692;-2.441;-0.9376;1.5869;1.5355;0.5478;0.001;8.18;24.19;38.56;230.5;87.05;119.32;0.0;999.63;59.081;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;144507;2018-03-09 12:06:05:199
-2.3389;-13.6614;1.1699;-1.162;-9.6649;-1.2147;0.1986;-1.8673;-4.1897;-2.3752;-1.2441;-1.2025;0.001;27.56;27.43;20.15;261.47;72.4;63.92;0.0;999.62;53.283;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;145007;2018-03-09 12:06:05:699
-3.7812;-8.2883;2.1421;-0.0098;-9.1772;-3.4663;0.898;0.8444;-5.1391;0.1506;1.4938;-0.562;0.001;30.56;40.87;17.51;92.34;70.04;172.78;0.0;999.91;56.773;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;145507;2018-03-09 12:06:06:199
1.3562;-10.3334;-0.7378;-0.1938;-9.7541;-1.0281;-0.7716;1.481;0.3642;-0.3769;1.3077;0.4462;0.001;-2.35;33.38;51.25;193.95;83.88;169.33;0.0;999.75;52.624;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;146006;2018-03-09 12:06:06:698
-0.2563;-9.9594;-0.9409;0.1958;-9.6889;-1.5243;0.8534;4.5859;-0.2249;0.4999;1.0502;0.1216;0.001;-19.03;34.44;60.57;191.03;80.99;-172.68;0.0;999.54;54.975;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;146507;2018-03-09 12:06:07:199
0.7133;-9.8506;0.7071;-0.7408;-9.7567;0.7035;-1.0277;0.0587;-0.09;0.3364;0.8246;0.3103;0.001;-27.93;46.07;50.48;333.77;87.45;52.73;0.0;999.65;51.021;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;147007;2018-03-09 12:06:07:699
-2.4074;-14.0526;-3.2646;0.1804;-9.5543;-2.2179;2.583;2.132;1.6721;-1.5559;0.5447;-2.1311;0.001;-10.17;27.17;4.31;260.39;78.58;95.3;0.0;999.59;49.208;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;147507;2018-03-09 12:06:08:199
-1.3424;-12.3255;-1.9596;0.5925;-8.8939;-4.0967;-0.4058;-1.6371;-6.3391;-0.3014;0.372;0.1156;0.001;-9.37;34.05;46.95;176.06;66.51;-166.45;0.0;999.7;54.216;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;148006;2018-03-09 12:06:08:698
1.0781;-9.3498;0.8401;-0.3586;-9.6465;-1.7471;-2.3566;4.6969;0.4254;0.1549;-1.3762;0.2016;0.001;-3.32;46.76;45.83;184.01;74.1;-172.7;0.0;999.46;54.193;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;148507;2018-03-09 12:06:09:199
-1.7962;-8.8946;-1.9489;-2.1686;-9.4462;-1.5171;-1.0467;-1.7748;-0.7415;-0.1673;-1.124;0.1203;0.001;30.05;48.01;28.24;174.22;71.08;151.28;0.0;999.43;53.919;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;149006;2018-03-09 12:06:09:698
-0.5566;-9.8175;-0.5812;-1.7121;-9.6407;-0.6007;-1.4786;0.3478;-0.1332;0.1514;-0.1216;0.032;0.001;31.82;49.4;21.26;182.68;77.83;124.69;0.0;999.58;56.018;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;149506;2018-03-09 12:06:10:198
-2.0974;-9.7153;-0.6137;-2.2061;-9.5428;-0.5508;-0.4418;0.156;0.0625;-0.1017;0.1192;0.0549;0.001;34.68;49.57;17.79;204.94;77.32;99.6;0.0;999.61;49.867;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;150007;2018-03-09 12:06:10:699
-1.774;-9.47;-1.1655;-2.2286;-9.5099;-0.9119;-0.5522;0.0069;0.2987;-0.4906;-0.2656;-0.2053;0.001;35.42;47.58;17.96;199.5;75.45;104.19;0.0;999.59;40.749;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;150506;2018-03-09 12:06:11:198
-0.3539;-7.5294;-5.5088;-1.511;-9.0231;-3.5407;-1.4102;-1.4854;1.4522;-0.2453;1.2187;-0.1672;0.001;31.46;43.87;30.56;150.78;69.03;143.0;0.0;999.71;56.409;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;151007;2018-03-09 12:06:11:699
0.6364;-8.6446;-0.0138;-0.5308;-9.756;0.8804;-1.8315;0.0101;0.299;0.7992;2.0489;0.2444;0.001;14.24;52.86;37.2;155.76;74.61;170.38;0.0;999.59;60.648;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;151506;2018-03-09 12:06:12:198
-0.9266;-8.7019;-0.9505;-0.5883;-8.857;-4.1766;-0.9913;1.2274;-3.8909;-2.3418;2.061;-0.4665;0.001;3.88;25.97;51.13;185.16;64.54;171.98;0.0;999.42;59.271;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;152007;2018-03-09 12:06:12:699
0.9068;-9.559;-1.9788;0.581;-9.3776;-2.8213;-0.5622;-1.3094;0.8159;0.2877;0.2376;0.214;0.001;-0.98;32.06;45.73;166.23;72.92;-168.36;0.0;999.63;55.729;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;152506;2018-03-09 12:06:13:198
1.0673;-4.8988;-0.3204;-0.5732;-7.4679;-6.3354;1.1857;-8.1633;-5.1028;-1.2992;-0.3324;-0.5689;0.001;4.16;19.45;40.93;179.13;49.57;174.83;0.0;999.56;54.176;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;153006;2018-03-09 12:06:13:698
1.3581;-8.9244;-4.1806;-0.4132;-9.5854;-2.0458;0.0726;-1.4609;2.5974;0.4931;-0.78;0.0655;0.001;2.84;41.56;22.59;186.73;77.72;168.58;0.0;999.57;58.47;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;153506;2018-03-09 12:06:14:198
-0.0032;-14.4545;-1.8503;-0.2003;-9.6904;-1.5142;-1.0839;7.7151;-1.0244;-0.0821;-0.1922;-0.6255;0.001;-4.12;39.73;10.23;240.0;81.04;172.47;0.0;999.55;59.198;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;154007;2018-03-09 12:06:14:699
-1.3313;-5.7585;-3.481;-0.3413;-9.2963;-3.1144;-1.0302;0.876;1.8413;4.0533;0.4765;0.4317;0.001;-27.35;42.09;10.94;295.81;49.84;174.69;0.0;999.8;56.611;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;154506;2018-03-09 12:06:15:198
-0.2374;-10.326;-0.2162;0.1595;-7.748;-6.0149;-0.7084;-0.912;-3.4445;-1.0886;0.1759;-1.3919;0.001;-26.31;33.49;26.17;250.3;68.89;169.35;0.0;999.84;59.473;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;155006;2018-03-09 12:06:15:698
-0.3373;-8.8869;-2.9499;-0.3269;-8.8985;-4.1164;-0.1071;0.2246;1.9121;-3.0148;0.5444;0.4418;0.001;-6.14;37.56;29.28;220.19;65.11;175.46;0.0;999.57;58.834;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;155506;2018-03-09 12:06:16:198
-3.8308;-9.3211;2.1277;0.2035;-9.5915;-2.0489;2.2127;2.4707;-5.5305;-0.1853;0.8716;1.1741;0.001;-11.58;58.44;11.61;266.48;77.88;-174.33;0.0;999.45;60.575;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;156007;2018-03-09 12:06:16:699
-0.1786;-6.3288;-7.5842;-1.1819;-6.6917;-7.0753;-0.9214;-0.8643;-0.3294;-0.0887;0.5151;2.2424;0.001;-4.96;59.75;25.64;351.36;44.09;-177.32;0.0;999.79;58.243;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;156507;2018-03-09 12:06:17:199
